录音,time_SpeechStart,time_SpeechEnd,time_EndAudioData,time_Result,result_status,time_resume,结果来源,error_code,ISR_Result,Confidence_score,Result,vadSpeechStart,vadSpeechEnd,endVadType
/mnt/sdcard/pcm/800_Enc_NoWavHead/10map_route/10map_route_084_F001_coder.wav.pcm,1484277238990,1484277241082,1484277241019,1484277241420,MSG_Result,401,本地,0,"从这里怎么去齐齐哈尔市。",0,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""0"",""operation"":""ROUTE"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""endLoc"":{""city"":""齐齐哈尔市"",""cityAddr"":""齐齐哈尔"",""ori_loc"":""齐齐哈尔市"",""type"":""LOC_BASIC""},""startLoc"":{""city"":""CURRENT_CITY"",""poi"":""CURRENT_POI"",""type"":""LOC_POI""}}},""service"":""map"",""text"":""从这里怎么去齐齐哈尔市。"",""version"":""3.5.0.1190""}
",360,2880,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/10map_route/10map_route_091_F002_coder.wav.pcm,1484277242577,1484277246789,1484277246731,1484277247082,MSG_Result,351,本地,0,"如何去潜山县食品药品监督管理局。",0,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""0"",""operation"":""ROUTE"",""pk_score"":0.52,""rc"":0,""semantic"":{""slots"":{""endLoc"":{""area"":""潜山县"",""areaAddr"":""潜山"",""city"":""CURRENT_CITY"",""ori_loc"":""潜山县食品药品监督管理局"",""poi"":""食品药品监督管理局"",""type"":""LOC_POI""},""startLoc"":{""city"":""CURRENT_CITY"",""poi"":""CURRENT_POI"",""type"":""LOC_POI""}}},""service"":""map"",""text"":""如何去潜山县食品药品监督管理局。"",""version"":""3.5.0.1190""}
",360,4800,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/10map_route/10map_route_098_F002_coder.wav.pcm,1484277248238,1484277249674,1484277249600,1484277249951,MSG_Result,351,本地,0,"洛阳市怎么去。",0,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""0"",""operation"":""ROUTE"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""endLoc"":{""city"":""洛阳市"",""cityAddr"":""洛阳"",""ori_loc"":""洛阳市"",""type"":""LOC_BASIC""},""startLoc"":{""city"":""CURRENT_CITY"",""poi"":""CURRENT_POI"",""type"":""LOC_POI""}}},""service"":""map"",""text"":""洛阳市怎么去。"",""version"":""3.5.0.1190""}
",420,2230,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/10map_route/10map_route_105_F003_coder.wav.pcm,1484277251077,1484277252869,1484277252840,1484277253342,MSG_Result,502,本地,0,"辽宁省鞍山市如何去。",0,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""0"",""operation"":""ROUTE"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""endLoc"":{""city"":""鞍山市"",""cityAddr"":""鞍山"",""ori_loc"":""辽宁省鞍山市"",""province"":""辽宁省"",""provinceAddr"":""辽宁"",""type"":""LOC_BASIC""},""startLoc"":{""city"":""CURRENT_CITY"",""poi"":""CURRENT_POI"",""type"":""LOC_POI""}}},""service"":""map"",""text"":""辽宁省鞍山市如何去。"",""version"":""3.5.0.1190""}
",340,2560,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/10map_route/10map_route_112_F004_coder.wav.pcm,1484277254478,1484277255799,1484277255653,1484277256505,MSG_Result,852,本地,0,"到京口公交站。",0,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""0"",""operation"":""ROUTE"",""pk_score"":0.6,""rc"":0,""semantic"":{""slots"":{""endLoc"":{""area"":""京口区"",""areaAddr"":""京口"",""city"":""CURRENT_CITY"",""ori_loc"":""京口公交站"",""poi"":""公交站"",""type"":""LOC_POI""},""startLoc"":{""city"":""CURRENT_CITY"",""poi"":""CURRENT_POI"",""type"":""LOC_POI""}}},""service"":""map"",""text"":""到京口公交站。"",""version"":""3.5.0.1190""}
",340,1780,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/10map_route/10map_route_119_F004_coder.wav.pcm,1484277257642,1484277259522,1484277259482,1484277259833,MSG_Result,351,本地,0,"到合肥市的舒城路小学。",0,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""0"",""operation"":""ROUTE"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""endLoc"":{""city"":""合肥市"",""cityAddr"":""合肥"",""ori_loc"":""合肥市的舒城路小学"",""poi"":""舒城路小学"",""type"":""LOC_POI""},""startLoc"":{""city"":""CURRENT_CITY"",""poi"":""CURRENT_POI"",""type"":""LOC_POI""}}},""service"":""map"",""text"":""到合肥市的舒城路小学。"",""version"":""3.5.0.1190""}
",340,2460,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/10map_route/10map_route_126_F005_coder.wav.pcm,1484277260975,1484277262664,1484277262637,1484277263189,MSG_Result,552,本地,0,"到红府超市如何去。",0,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""0"",""operation"":""ROUTE"",""pk_score"":0.6,""rc"":0,""semantic"":{""slots"":{""endLoc"":{""city"":""CURRENT_CITY"",""ori_loc"":""红府超市"",""poi"":""红府超市"",""type"":""LOC_POI""},""startLoc"":{""city"":""CURRENT_CITY"",""poi"":""CURRENT_POI"",""type"":""LOC_POI""}}},""service"":""map"",""text"":""到红府超市如何去。"",""version"":""3.5.0.1190""}
",340,2240,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/10map_route/10map_route_133_F006_coder.wav.pcm,1484277264316,1484277267356,1484277267308,1484277267609,MSG_Result,301,本地,0,"去上南路德州路路口如何走。",0,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""0"",""operation"":""ROUTE"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""endLoc"":{""city"":""CURRENT_CITY"",""ori_loc"":""上南路德州路路口"",""poi"":""上南路德州路路口"",""type"":""LOC_POI""},""startLoc"":{""city"":""CURRENT_CITY"",""poi"":""CURRENT_POI"",""type"":""LOC_POI""}}},""service"":""map"",""text"":""去上南路德州路路口如何走。"",""version"":""3.5.0.1190""}
",340,3600,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/10map_route/10map_route_140_F006_coder.wav.pcm,1484277268778,1484277269803,1484277269751,1484277270503,MSG_Result,752,本地,0,"去塘桥路。",0,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""0"",""operation"":""ROUTE"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""endLoc"":{""city"":""CURRENT_CITY"",""ori_loc"":""塘桥路"",""street"":""塘桥路"",""type"":""LOC_STREET""},""startLoc"":{""city"":""CURRENT_CITY"",""poi"":""CURRENT_POI"",""type"":""LOC_POI""}}},""service"":""map"",""text"":""去塘桥路。"",""version"":""3.5.0.1190""}
",360,1620,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/10map_route/10map_route_147_F007_coder.wav.pcm,1484277271675,1484277273980,1484277273967,1484277274268,MSG_Result,301,本地,0,"去韶关市沙洲路如何走。",0,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""0"",""operation"":""ROUTE"",""pk_score"":0.84,""rc"":0,""semantic"":{""slots"":{""endLoc"":{""city"":""韶关市"",""cityAddr"":""韶关"",""ori_loc"":""韶关市沙洲路"",""street"":""沙洲路"",""type"":""LOC_STREET""},""startLoc"":{""city"":""CURRENT_CITY"",""poi"":""CURRENT_POI"",""type"":""LOC_POI""}}},""service"":""map"",""text"":""去韶关市沙洲路如何走。"",""version"":""3.5.0.1190""}
",400,2960,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/10map_route/10map_route_154_F008_coder.wav.pcm,1484277275394,1484277277911,1484277277877,1484277278680,MSG_Result,803,本地,0,"如何到上海市宝山区和松原市。",0,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""0"",""operation"":""ROUTE"",""pk_score"":0.7538,""rc"":0,""semantic"":{""slots"":{""endLoc"":{""area"":""宝山区"",""areaAddr"":""宝山"",""city"":""上海市"",""cityAddr"":""上海"",""ori_loc"":""上海市宝山区和松原市"",""poi"":""和松原市"",""type"":""LOC_POI""},""startLoc"":{""city"":""CURRENT_CITY"",""poi"":""CURRENT_POI"",""type"":""LOC_POI""}}},""service"":""map"",""text"":""如何到上海市宝山区和松原市。"",""version"":""3.5.0.1190""}
",340,3280,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/10map_route/10map_route_161_F009_coder.wav.pcm,1484277279848,1484277282798,1484277282780,1484277283332,MSG_Result,552,本地,0,"如何去上海市宝山区高境心愿。",0,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""0"",""operation"":""ROUTE"",""pk_score"":0.7538,""rc"":0,""semantic"":{""slots"":{""endLoc"":{""area"":""宝山区"",""areaAddr"":""宝山"",""city"":""上海市"",""cityAddr"":""上海"",""ori_loc"":""上海市宝山区高境心愿"",""poi"":""高境心愿"",""type"":""LOC_POI""},""startLoc"":{""city"":""CURRENT_CITY"",""poi"":""CURRENT_POI"",""type"":""LOC_POI""}}},""service"":""map"",""text"":""如何去上海市宝山区高境心愿。"",""version"":""3.5.0.1190""}
",360,3560,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/10map_route/10map_route_168_F009_coder.wav.pcm,1484277284471,1484277289687,1484277289674,1484277290225,MSG_Result,551,本地,0,"如何走才能到四川省德阳市旌阳区香山巷香山小区。",0,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""0"",""operation"":""ROUTE"",""pk_score"":0.7181999999999999,""rc"":0,""semantic"":{""slots"":{""endLoc"":{""area"":""旌阳区"",""areaAddr"":""旌阳"",""city"":""德阳市"",""cityAddr"":""德阳"",""ori_loc"":""四川省德阳市旌阳区香山巷香山小区"",""poi"":""香山小区"",""province"":""四川省"",""provinceAddr"":""四川"",""street"":""香山巷"",""type"":""LOC_POI""},""startLoc"":{""city"":""CURRENT_CITY"",""poi"":""CURRENT_POI"",""type"":""LOC_POI""}}},""service"":""map"",""text"":""如何走才能到四川省德阳市旌阳区香山巷香山小区。"",""version"":""3.5.0.1190""}
",340,5760,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/10map_route/10map_route_175_F010_coder.wav.pcm,1484277291378,1484277295129,1484277295110,1484277295511,MSG_Result,401,本地,0,"导航到安徽省合作化南路绿城百合公寓。",0,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""0"",""operation"":""ROUTE"",""pk_score"":0.5765,""rc"":0,""semantic"":{""slots"":{""endLoc"":{""city"":""CURRENT_CITY"",""ori_loc"":""安徽省合作化南路绿城百合公寓"",""poi"":""绿城百合公寓"",""province"":""安徽省"",""provinceAddr"":""安徽"",""street"":""合作化南路"",""type"":""LOC_POI""},""startLoc"":{""city"":""CURRENT_CITY"",""poi"":""CURRENT_POI"",""type"":""LOC_POI""}}},""service"":""map"",""text"":""导航到安徽省合作化南路绿城百合公寓。"",""version"":""3.5.0.1190""}
",340,4160,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/10map_route/10map_route_182_F011_coder.wav.pcm,1484277296654,1484277298084,1484277298030,1484277298732,MSG_Result,702,本地,0,"导航到胡事故。",0,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""0"",""operation"":""ROUTE"",""pk_score"":0.6,""rc"":0,""semantic"":{""slots"":{""endLoc"":{""city"":""CURRENT_CITY"",""ori_loc"":""胡事故"",""poi"":""胡事故"",""type"":""LOC_POI""},""startLoc"":{""city"":""CURRENT_CITY"",""poi"":""CURRENT_POI"",""type"":""LOC_POI""}}},""service"":""map"",""text"":""导航到胡事故。"",""version"":""3.5.0.1190""}
",340,1940,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/10map_route/10map_route_189_F011_coder.wav.pcm,1484277299925,1484277301085,1484277301005,1484277302008,MSG_Result,1003,本地,0,"带我到庐州太太。",0,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""0"",""operation"":""ROUTE"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""endLoc"":{""city"":""CURRENT_CITY"",""ori_loc"":""庐州太太"",""poi"":""庐州太太"",""type"":""LOC_POI""},""startLoc"":{""city"":""CURRENT_CITY"",""poi"":""CURRENT_POI"",""type"":""LOC_POI""}}},""service"":""map"",""text"":""带我到庐州太太。"",""version"":""3.5.0.1190""}
",360,1720,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/10map_route/10map_route_196_F012_coder.wav.pcm,1484277303200,1484277307215,1484277307202,1484277307503,MSG_Result,301,本地,0,"带我去北京市朝阳区云影时尚台球俱乐部。",0,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""0"",""operation"":""ROUTE"",""pk_score"":0.6,""rc"":0,""semantic"":{""slots"":{""endLoc"":{""area"":""朝阳区"",""areaAddr"":""朝阳区"",""city"":""北京市"",""cityAddr"":""北京"",""ori_loc"":""北京市朝阳区云影时尚台球俱乐部"",""poi"":""云影时尚台球俱乐部"",""type"":""LOC_POI""},""startLoc"":{""city"":""CURRENT_CITY"",""poi"":""CURRENT_POI"",""type"":""LOC_POI""}}},""service"":""map"",""text"":""带我去北京市朝阳区云影时尚台球俱乐部。"",""version"":""3.5.0.1190""}
",380,4620,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/10map_route/10map_route_203_M001_coder.wav.pcm,1484277308663,1484277310557,1484277310454,1484277311258,MSG_Result,804,本地,0,"帮我导航到北京电影学院。",0,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""0"",""operation"":""ROUTE"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""endLoc"":{""city"":""CURRENT_CITY"",""ori_loc"":""北京电影学院"",""poi"":""北京电影学院"",""type"":""LOC_POI""},""startLoc"":{""city"":""CURRENT_CITY"",""poi"":""CURRENT_POI"",""type"":""LOC_POI""}}},""service"":""map"",""text"":""帮我导航到北京电影学院。"",""version"":""3.5.0.1190""}
",360,2440,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/10map_route/10map_route_210_M001_coder.wav.pcm,1484277312384,1484277316946,1484277316926,1484277317530,MSG_Result,604,本地,0,"帮我查一下从这里到北京贝龙路七号北京农学院怎么走。",0,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""0"",""operation"":""ROUTE"",""pk_score"":0.8333,""rc"":0,""semantic"":{""slots"":{""endLoc"":{""city"":""北京市"",""cityAddr"":""北京"",""houseNumber"":""7号"",""ori_loc"":""北京贝龙路七号北京农学院"",""poi"":""北京农学院"",""street"":""贝龙路"",""type"":""LOC_POI""},""startLoc"":{""city"":""CURRENT_CITY"",""poi"":""CURRENT_POI"",""type"":""LOC_POI""}}},""service"":""map"",""text"":""帮我查一下从这里到北京贝龙路七号北京农学院怎么走。"",""version"":""3.5.0.1190""}
",340,5100,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/10map_route/10map_route_217_F013_coder.wav.pcm,1484277318696,1484277321382,1484277321288,1484277321939,MSG_Result,651,本地,0,"帮我查一下从这里到龙山路怎么走。",0,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""0"",""operation"":""ROUTE"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""endLoc"":{""city"":""CURRENT_CITY"",""ori_loc"":""龙山路"",""street"":""龙山路"",""type"":""LOC_STREET""},""startLoc"":{""city"":""CURRENT_CITY"",""poi"":""CURRENT_POI"",""type"":""LOC_POI""}}},""service"":""map"",""text"":""帮我查一下从这里到龙山路怎么走。"",""version"":""3.5.0.1190""}
",360,3220,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/10map_route/10map_route_224_F014_coder.wav.pcm,1484277323107,1484277326522,1484277326498,1484277326899,MSG_Result,401,本地,0,"帮我查一下花冲公园到红豆网吧可以怎么走。",0,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""0"",""operation"":""ROUTE"",""pk_score"":0.7474,""rc"":0,""semantic"":{""slots"":{""endLoc"":{""city"":""CURRENT_CITY"",""ori_loc"":""红豆网吧"",""poi"":""红豆网吧"",""type"":""LOC_POI""},""startLoc"":{""city"":""CURRENT_CITY"",""ori_loc"":""花冲公园"",""poi"":""花冲公园"",""type"":""LOC_POI""}}},""service"":""map"",""text"":""帮我查一下花冲公园到红豆网吧可以怎么走。"",""version"":""3.5.0.1190""}
",360,4020,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/10map_route/10map_route_231_M002_coder.wav.pcm,1484277328066,1484277330841,1484277330818,1484277331425,MSG_Result,607,本地,0,"帮我查查从这里到安徽省怎么走。",0,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""0"",""operation"":""ROUTE"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""endLoc"":{""ori_loc"":""安徽省"",""province"":""安徽省"",""provinceAddr"":""安徽"",""type"":""LOC_BASIC""},""startLoc"":{""city"":""CURRENT_CITY"",""poi"":""CURRENT_POI"",""type"":""LOC_POI""}}},""service"":""map"",""text"":""帮我查查从这里到安徽省怎么走。"",""version"":""3.5.0.1190""}
",360,3380,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/10map_route/10map_route_238_M002_coder.wav.pcm,1484277332569,1484277336132,1484277336120,1484277336524,MSG_Result,404,本地,0,"帮我查查从这里去安通电子公司宿舍怎么走。",0,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""0"",""operation"":""ROUTE"",""pk_score"":0.6632,""rc"":0,""semantic"":{""slots"":{""endLoc"":{""city"":""CURRENT_CITY"",""ori_loc"":""安通电子公司宿舍"",""poi"":""安通电子公司宿舍"",""type"":""LOC_POI""},""startLoc"":{""city"":""CURRENT_CITY"",""poi"":""CURRENT_POI"",""type"":""LOC_POI""}}},""service"":""map"",""text"":""帮我查查从这里去安通电子公司宿舍怎么走。"",""version"":""3.5.0.1190""}
",340,4140,endAudioData
