å½•éŸ³,time_Base,AudioTimeLength,time_SpeechStart,time_SpeechEnd,time_EndAudioData,time_Result,result_status,time_resume,ISR_Mode, other, Result_content,rc,Confidence_score,Result
/usb1/PcmRes/isr/English/Album/00000042_code.pcm,1140293384,2318,1140294162,2570,1140295704,1140296490,MSG_Result,786,1,0,i want to play album back on top ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""back on top""}},""service"":""music"",""text"":""i want to play album back on top ¡£"",""version"":""3.5.0.1190""}
"
/usb1/PcmRes/isr/English/Album/00000043_code.pcm,1140296527,2696,1140297305,2760,1140299225,1140299657,MSG_Result,432,1,0,i want to play album beautiful offerings ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""beautiful offerings""}},""service"":""music"",""text"":""i want to play album beautiful offerings ¡£"",""version"":""3.5.0.1190""}
"
/usb1/PcmRes/isr/English/Album/00000044_code.pcm,1140299697,2428,1140300475,2477,1140302127,1140302649,MSG_Result,522,1,0,i want to play album burning bridges ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""burning bridges""}},""service"":""music"",""text"":""i want to play album burning bridges ¡£"",""version"":""3.5.0.1190""}
"
/usb1/PcmRes/isr/English/Album/00000045_code.pcm,1140302681,2202,1140303460,2370,1140304883,1140305585,MSG_Result,702,1,0,i want to play album bottom feeder ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""bottom feeder""}},""service"":""music"",""text"":""i want to play album bottom feeder ¡£"",""version"":""3.5.0.1190""}
"
/usb1/PcmRes/isr/English/Album/00000046_code.pcm,1140305613,2028,1140306362,2191,1140307643,1140308304,MSG_Result,661,1,0,i want to play album emotion ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""emotion""}},""service"":""music"",""text"":""i want to play album emotion ¡£"",""version"":""3.5.0.1190""}
"
/usb1/PcmRes/isr/English/Album/00000047_code.pcm,1140308340,2499,1140309118,2550,1140310841,1140311463,MSG_Result,622,1,0,i want to play album had for the stars ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""ROUTE"",""pk_score"":0.4667,""rc"":0,""semantic"":{""slots"":{""endLoc"":{""city"":""CURRENT_CITY"",""ori_loc"":""play album had for the stars"",""poi"":""play album had for the stars"",""type"":""LOC_POI""},""startLoc"":{""city"":""CURRENT_CITY"",""poi"":""CURRENT_POI"",""type"":""LOC_POI""}}},""service"":""map"",""text"":""i want to play album had for the stars ¡£"",""version"":""3.5.0.1190""}
"
/usb1/PcmRes/isr/English/Album/00000048_code.pcm,1140311488,1891,1140312266,2027,1140313380,1140313990,MSG_Result,610,1,0,i want to play album i am ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""i am""}},""service"":""music"",""text"":""i want to play album i am ¡£"",""version"":""3.5.0.1190""}
"
/usb1/PcmRes/isr/English/Album/00000049_code.pcm,1140314020,2790,1140314798,2868,1140316813,1140317359,MSG_Result,546,1,0,i want to play album i cry when i laugh ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""i cry when i laugh""}},""service"":""music"",""text"":""i want to play album i cry when i laugh ¡£"",""version"":""3.5.0.1190""}
"
/usb1/PcmRes/isr/English/Album/00000050_code.pcm,1140317394,2344,1140318172,2425,1140319740,1140320389,MSG_Result,649,1,0,i want to play album last dance ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""last dance""}},""service"":""music"",""text"":""i want to play album last dance ¡£"",""version"":""3.5.0.1190""}
"
/usb1/PcmRes/isr/English/Album/00000051_code.pcm,1140320429,2402,1140321207,2630,1140322831,1140323654,MSG_Result,823,1,0,i want to play album like of the dark ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""ROUTE"",""pk_score"":0.4667,""rc"":0,""semantic"":{""slots"":{""endLoc"":{""city"":""CURRENT_CITY"",""ori_loc"":""play album like of the dark"",""poi"":""play album like of the dark"",""type"":""LOC_POI""},""startLoc"":{""city"":""CURRENT_CITY"",""poi"":""CURRENT_POI"",""type"":""LOC_POI""}}},""service"":""map"",""text"":""i want to play album like of the dark ¡£"",""version"":""3.5.0.1190""}
"
/usb1/PcmRes/isr/English/Album/00000052_code.pcm,1140323689,2437,1140324468,2631,1140326128,1140326776,MSG_Result,648,1,0,i want to play album mobile orchestra ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""mobile orchestra""}},""service"":""music"",""text"":""i want to play album mobile orchestra ¡£"",""version"":""3.5.0.1190""}
"
/usb1/PcmRes/isr/English/Album/00000053_code.pcm,1140326820,2658,1140327598,2777,1140329480,1140330034,MSG_Result,554,1,0,i want to play album panic stations ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""panic stations""}},""service"":""music"",""text"":""i want to play album panic stations ¡£"",""version"":""3.5.0.1190""}
"
/usb1/PcmRes/isr/English/Album/00000054_code.pcm,1140330074,2366,1140330852,2431,1140332442,1140333047,MSG_Result,605,1,0,i want to play album paper gods ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""paper gods""}},""service"":""music"",""text"":""i want to play album paper gods ¡£"",""version"":""3.5.0.1190""}
"
/usb1/PcmRes/isr/English/Album/00000055_code.pcm,1140333081,2433,1140333859,2533,1140335516,1140335941,MSG_Result,425,1,0,i want to play album right here right now ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""right here right now""}},""service"":""music"",""text"":""i want to play album right here right now ¡£"",""version"":""3.5.0.1190""}
"
/usb1/PcmRes/isr/English/Album/00000056_code.pcm,1140335980,2360,1140336758,2463,1140338342,1140338919,MSG_Result,577,1,0,i want to play album the original hi ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""ROUTE"",""pk_score"":0.5,""rc"":0,""semantic"":{""slots"":{""endLoc"":{""city"":""CURRENT_CITY"",""ori_loc"":""play album the original hi"",""poi"":""play album the original hi"",""type"":""LOC_POI""},""startLoc"":{""city"":""CURRENT_CITY"",""poi"":""CURRENT_POI"",""type"":""LOC_POI""}}},""service"":""map"",""text"":""i want to play album the original hi ¡£"",""version"":""3.5.0.1190""}
"
/usb1/PcmRes/isr/English/Album/00000057_code.pcm,1140338959,2579,1140339738,2626,1140341540,1140342100,MSG_Result,560,1,0,i want to play album threat to survival ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""threat to survival""}},""service"":""music"",""text"":""i want to play album threat to survival ¡£"",""version"":""3.5.0.1190""}
"
/usb1/PcmRes/isr/English/Album/00000058_code.pcm,1140342133,2490,1140342912,2529,1140344625,1140345190,MSG_Result,565,1,0,i want to play album turning pages ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""turning pages""}},""service"":""music"",""text"":""i want to play album turning pages ¡£"",""version"":""3.5.0.1190""}
"
/usb1/PcmRes/isr/English/Album/00000059_code.pcm,1140345433,2511,1140346211,2622,1140347945,1140348435,MSG_Result,490,1,0,i want to play album with a generation ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":0.8,""rc"":0,""semantic"":{""slots"":{""album"":""with""}},""service"":""music"",""text"":""i want to play album with a generation ¡£"",""version"":""3.5.0.1190""}
"
