å½•éŸ³,time_Base,AudioTimeLength,time_SpeechStart,time_SpeechEnd,time_EndAudioData,time_Result,result_status,time_resume,ISR_Mode, other, Result_content,rc,Confidence_score,Result
/fs/usb0/PcmRes/isr/English/Album/00000011_code.pcm,4214895936,2042,4214896725,2157,4214897996,4214899678,MSG_Result,1682,1,0,play album light of the dark ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":0.6000000000000001,""rc"":0,""semantic"":{""slots"":{""album"":""light""}},""service"":""music"",""text"":""play album light of the dark ¡£"",""version"":""3.5.0.1190""}
"
/fs/usb0/PcmRes/isr/English/Album/00000012_code.pcm,4214899915,2058,4214900700,2269,4214901994,4214903635,MSG_Result,1641,1,0,play album mobile orchestra ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""mobile orchestra""}},""service"":""music"",""text"":""play album mobile orchestra ¡£"",""version"":""3.5.0.1190""}
"
/fs/usb0/PcmRes/isr/English/Album/00000013_code.pcm,4214903882,2197,4214904665,2275,4214906106,4214906844,MSG_Result,738,1,0,play album panic stations ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""panic stations""}},""service"":""music"",""text"":""play album panic stations ¡£"",""version"":""3.5.0.1190""}
"
/fs/usb0/PcmRes/isr/English/Album/00000014_code.pcm,4214907057,1879,4214907838,2173,4214908954,4214910462,MSG_Result,1508,1,0,play album paper gods ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""paper gods""}},""service"":""music"",""text"":""play album paper gods ¡£"",""version"":""3.5.0.1190""}
"
/fs/usb0/PcmRes/isr/English/Album/00000015_code.pcm,4214910692,2084,4214911475,2376,4214912793,4214913914,MSG_Result,1121,1,0,play album right here right now ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""right here right now""}},""service"":""music"",""text"":""play album right here right now ¡£"",""version"":""3.5.0.1190""}
"
/fs/usb0/PcmRes/isr/English/Album/00000016_code.pcm,4214914128,1913,4214914908,1999,4214916062,4214916905,MSG_Result,843,1,0,play album the original hi ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":"""",""pk_score"":0.52,""rc"":0,""semantic"":{""slots"":{""category"":""original""}},""service"":""music"",""text"":""play album the original hi ¡£"",""version"":""3.5.0.1190""}
"
/fs/usb0/PcmRes/isr/English/Album/00000017_code.pcm,4214917068,2081,4214917852,2431,4214919166,4214920596,MSG_Result,1430,1,0,play album threat to survival ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""threat to survival""}},""service"":""music"",""text"":""play album threat to survival ¡£"",""version"":""3.5.0.1190""}
"
/fs/usb0/PcmRes/isr/English/Album/00000018_code.pcm,4214920753,2031,4214921550,2111,4214922800,4214924311,MSG_Result,1511,1,0,play album turning pages ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""turning pages""}},""service"":""music"",""text"":""play album turning pages ¡£"",""version"":""3.5.0.1190""}
"
/fs/usb0/PcmRes/isr/English/Album/00000019_code.pcm,4214924509,2055,4214925290,2289,4214926583,4214927656,MSG_Result,1073,1,0,play album with a generation ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":0.68,""rc"":0,""semantic"":{""slots"":{""album"":""with""}},""service"":""music"",""text"":""play album with a generation ¡£"",""version"":""3.5.0.1190""}
"
/fs/usb0/PcmRes/isr/English/Album/00000020_code.pcm,4214927802,2040,4214928586,2439,4214929859,4214931216,MSG_Result,1357,1,0,play album all over again ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""all over again""}},""service"":""music"",""text"":""play album all over again ¡£"",""version"":""3.5.0.1190""}
"
/fs/usb0/PcmRes/isr/English/Album/00000021_code.pcm,4214931615,2262,4214932401,2503,4214933906,4214935568,MSG_Result,1662,1,0,play album all the moon star burns ¡£,4,0,"{""bislocalresult"":""1"",""nlocalconfidencescore"":""0"",""rc"":4,""text"":""play album all the moon star burns ¡£""}
"
/fs/usb0/PcmRes/isr/English/Album/00000022_code.pcm,4214935786,1907,4214936567,2097,4214937722,4214938789,MSG_Result,1067,1,0,play album back on top ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""back on top""}},""service"":""music"",""text"":""play album back on top ¡£"",""version"":""3.5.0.1190""}
"
/fs/usb0/PcmRes/isr/English/Album/00000023_code.pcm,4214939042,2226,4214939825,2360,4214941290,4214942619,MSG_Result,1329,1,0,play album beautiful offerings ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""beautiful offerings""}},""service"":""music"",""text"":""play album beautiful offerings ¡£"",""version"":""3.5.0.1190""}
"
/fs/usb0/PcmRes/isr/English/Album/00000024_code.pcm,4214942836,1966,4214943623,2026,4214944822,4214945832,MSG_Result,1010,1,0,play album burning bridges ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""burning bridges""}},""service"":""music"",""text"":""play album burning bridges ¡£"",""version"":""3.5.0.1190""}
"
/fs/usb0/PcmRes/isr/English/Album/00000025_code.pcm,4214946051,1773,4214946837,1855,4214947840,4214949319,MSG_Result,1479,1,0,play album bottom feeder ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""bottom feeder""}},""service"":""music"",""text"":""play album bottom feeder ¡£"",""version"":""3.5.0.1190""}
"
/fs/usb0/PcmRes/isr/English/Album/00000026_code.pcm,4214949604,1575,4214950389,1754,4214951198,4214952370,MSG_Result,1172,1,0,play album emotion ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""emotion""}},""service"":""music"",""text"":""play album emotion ¡£"",""version"":""3.5.0.1190""}
"
/fs/usb0/PcmRes/isr/English/Album/00000027_code.pcm,4214952594,2068,4214953379,2163,4214954684,4214955539,MSG_Result,855,1,0,play album had for the stars ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":"""",""pk_score"":0.2,""rc"":0,""semantic"":{""slots"":{""name"":""had for""}},""service"":""contacts"",""text"":""play album had for the stars ¡£"",""version"":""3.5.0.1190""}
"
/fs/usb0/PcmRes/isr/English/Album/00000028_code.pcm,4214955674,1453,4214956457,1622,4214957144,4214958516,MSG_Result,1372,1,0,play album i am ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""i am""}},""service"":""music"",""text"":""play album i am ¡£"",""version"":""3.5.0.1190""}
"
/fs/usb0/PcmRes/isr/English/Album/00000029_code.pcm,4214958759,2337,4214959541,2544,4214961121,4214962892,MSG_Result,1771,1,0,play album i cry when i laugh ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""i cry when i laugh""}},""service"":""music"",""text"":""play album i cry when i laugh ¡£"",""version"":""3.5.0.1190""}
"
/fs/usb0/PcmRes/isr/English/Album/00000030_code.pcm,4214963128,1880,4214963910,2038,4214965035,4214965804,MSG_Result,769,1,0,play album last dance ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""last dance""}},""service"":""music"",""text"":""play album last dance ¡£"",""version"":""3.5.0.1190""}
"
/fs/usb0/PcmRes/isr/English/Album/00000031_code.pcm,4214965955,2042,4214966739,2247,4214968014,4214969733,MSG_Result,1719,1,0,play album light of the dark ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":0.6000000000000001,""rc"":0,""semantic"":{""slots"":{""album"":""light""}},""service"":""music"",""text"":""play album light of the dark ¡£"",""version"":""3.5.0.1190""}
"
/fs/usb0/PcmRes/isr/English/Album/00000032_code.pcm,4214969958,2058,4214970742,2161,4214972040,4214973522,MSG_Result,1482,1,0,play album mobile orchestra ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""mobile orchestra""}},""service"":""music"",""text"":""play album mobile orchestra ¡£"",""version"":""3.5.0.1190""}
"
/fs/usb0/PcmRes/isr/English/Album/00000033_code.pcm,4214973729,2197,4214974512,2321,4214975946,4214976651,MSG_Result,705,1,0,play album panic stations ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""panic stations""}},""service"":""music"",""text"":""play album panic stations ¡£"",""version"":""3.5.0.1190""}
"
/fs/usb0/PcmRes/isr/English/Album/00000034_code.pcm,4214976882,1879,4214977667,1975,4214978808,4214980385,MSG_Result,1577,1,0,play album paper gods ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""paper gods""}},""service"":""music"",""text"":""play album paper gods ¡£"",""version"":""3.5.0.1190""}
"
/fs/usb0/PcmRes/isr/English/Album/00000035_code.pcm,4214980672,2084,4214981456,2393,4214982777,4214983907,MSG_Result,1130,1,0,play album right here right now ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""right here right now""}},""service"":""music"",""text"":""play album right here right now ¡£"",""version"":""3.5.0.1190""}
"
/fs/usb0/PcmRes/isr/English/Album/00000036_code.pcm,4214984199,1913,4214984981,2042,4214986129,4214986920,MSG_Result,791,1,0,play album the original hi ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":"""",""pk_score"":0.52,""rc"":0,""semantic"":{""slots"":{""category"":""original""}},""service"":""music"",""text"":""play album the original hi ¡£"",""version"":""3.5.0.1190""}
"
/fs/usb0/PcmRes/isr/English/Album/00000037_code.pcm,4214987168,2081,4214987961,2288,4214989269,4214990913,MSG_Result,1644,1,0,play album threat to survival ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""threat to survival""}},""service"":""music"",""text"":""play album threat to survival ¡£"",""version"":""3.5.0.1190""}
"
/fs/usb0/PcmRes/isr/English/Album/00000038_code.pcm,4214991107,2031,4214991891,2238,4214993157,4214994436,MSG_Result,1279,1,0,play album turning pages ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""turning pages""}},""service"":""music"",""text"":""play album turning pages ¡£"",""version"":""3.5.0.1190""}
"
/fs/usb0/PcmRes/isr/English/Album/00000039_code.pcm,4214994589,2055,4214995371,2162,4214996670,4214997611,MSG_Result,941,1,0,play album with a generation ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":0.68,""rc"":0,""semantic"":{""slots"":{""album"":""with""}},""service"":""music"",""text"":""play album with a generation ¡£"",""version"":""3.5.0.1190""}
"
/fs/usb0/PcmRes/isr/English/Album/00000040_code.pcm,4214997822,2040,4214998606,2287,4214999883,4215001277,MSG_Result,1394,1,0,play album all over again ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""all over again""}},""service"":""music"",""text"":""play album all over again ¡£"",""version"":""3.5.0.1190""}
"
/fs/usb0/PcmRes/isr/English/Album/00000041_code.pcm,4215001429,2746,4215002222,2958,4215004190,4215006102,MSG_Result,1912,1,0,i want to play album all the moon star burns ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""ROUTE"",""pk_score"":0.44,""rc"":0,""semantic"":{""slots"":{""endLoc"":{""city"":""CURRENT_CITY"",""ori_loc"":""play album all the moon star burns"",""poi"":""play album all the moon star burns"",""type"":""LOC_POI""},""startLoc"":{""city"":""CURRENT_CITY"",""poi"":""CURRENT_POI"",""type"":""LOC_POI""}}},""service"":""map"",""text"":""i want to play album all the moon star burns ¡£"",""version"":""3.5.0.1190""}
"
/fs/usb0/PcmRes/isr/English/Album/00000042_code.pcm,4215006314,2318,4215007103,2632,4215008658,4215010436,MSG_Result,1778,1,0,i want to play album back on top ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""back on top""}},""service"":""music"",""text"":""i want to play album back on top ¡£"",""version"":""3.5.0.1190""}
"
/fs/usb0/PcmRes/isr/English/Album/00000043_code.pcm,4215010713,2696,4215011494,2926,4215013425,4215014930,MSG_Result,1505,1,0,i want to play album beautiful offerings ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""beautiful offerings""}},""service"":""music"",""text"":""i want to play album beautiful offerings ¡£"",""version"":""3.5.0.1190""}
"
/fs/usb0/PcmRes/isr/English/Album/00000044_code.pcm,4215015256,2428,4215016042,2611,4215017707,4215019317,MSG_Result,1610,1,0,i want to play album burning bridges ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""burning bridges""}},""service"":""music"",""text"":""i want to play album burning bridges ¡£"",""version"":""3.5.0.1190""}
"
/fs/usb0/PcmRes/isr/English/Album/00000045_code.pcm,4215019525,2202,4215020311,2487,4215021750,4215023492,MSG_Result,1742,1,0,i want to play album bottom feeder ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""bottom feeder""}},""service"":""music"",""text"":""i want to play album bottom feeder ¡£"",""version"":""3.5.0.1190""}
"
/fs/usb0/PcmRes/isr/English/Album/00000046_code.pcm,4215023804,2028,4215024594,2186,4215025854,4215027442,MSG_Result,1588,1,0,i want to play album emotion ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""emotion""}},""service"":""music"",""text"":""i want to play album emotion ¡£"",""version"":""3.5.0.1190""}
"
/fs/usb0/PcmRes/isr/English/Album/00000047_code.pcm,4215027683,2499,4215028466,2669,4215030209,4215031958,MSG_Result,1749,1,0,i want to play album head for the stars ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""head for the stars""}},""service"":""music"",""text"":""i want to play album head for the stars ¡£"",""version"":""3.5.0.1190""}
"
/fs/usb0/PcmRes/isr/English/Album/00000048_code.pcm,4215032170,1891,4215032956,2229,4215034081,4215035459,MSG_Result,1378,1,0,i want to play album i am ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""i am""}},""service"":""music"",""text"":""i want to play album i am ¡£"",""version"":""3.5.0.1190""}
"
/fs/usb0/PcmRes/isr/English/Album/00000049_code.pcm,4215035860,2790,4215036614,2977,4215038676,4215040348,MSG_Result,1672,1,0,i want to play album i cry when i laugh ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""i cry when i laugh""}},""service"":""music"",""text"":""i want to play album i cry when i laugh ¡£"",""version"":""3.5.0.1190""}
"
/fs/usb0/PcmRes/isr/English/Album/00000050_code.pcm,4215040570,2344,4215041354,2716,4215042935,4215044645,MSG_Result,1710,1,0,i want to play album last dance ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""last dance""}},""service"":""music"",""text"":""i want to play album last dance ¡£"",""version"":""3.5.0.1190""}
"
/fs/usb0/PcmRes/isr/English/Album/00000051_code.pcm,4215044861,2402,4215045644,2620,4215047282,4215049205,MSG_Result,1923,1,0,i want to play album like that the dark ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":0.8222,""rc"":0,""semantic"":{""slots"":{""album"":""like that""}},""service"":""music"",""text"":""i want to play album like that the dark ¡£"",""version"":""3.5.0.1190""}
"
/fs/usb0/PcmRes/isr/English/Album/00000052_code.pcm,4215049547,2437,4215050333,2661,4215052009,4215053759,MSG_Result,1750,1,0,i want to play album mobile orchestra ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""mobile orchestra""}},""service"":""music"",""text"":""i want to play album mobile orchestra ¡£"",""version"":""3.5.0.1190""}
"
/fs/usb0/PcmRes/isr/English/Album/00000053_code.pcm,4215054023,2658,4215054810,2940,4215056696,4215058264,MSG_Result,1568,1,0,i want to play album panic stations ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""panic stations""}},""service"":""music"",""text"":""i want to play album panic stations ¡£"",""version"":""3.5.0.1190""}
"
/fs/usb0/PcmRes/isr/English/Album/00000054_code.pcm,4215058557,2366,4215059341,2604,4215060948,4215062539,MSG_Result,1591,1,0,i want to play album paper gods ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""paper gods""}},""service"":""music"",""text"":""i want to play album paper gods ¡£"",""version"":""3.5.0.1190""}
"
/fs/usb0/PcmRes/isr/English/Album/00000055_code.pcm,4215062871,2433,4215063655,2658,4215065327,4215066636,MSG_Result,1309,1,0,i want to play album right here right now ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""right here right now""}},""service"":""music"",""text"":""i want to play album right here right now ¡£"",""version"":""3.5.0.1190""}
"
/fs/usb0/PcmRes/isr/English/Album/00000056_code.pcm,4215066854,2360,4215067642,2720,4215069238,4215070861,MSG_Result,1623,1,0,i want to play album the original hi ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""ROUTE"",""pk_score"":0.5,""rc"":0,""semantic"":{""slots"":{""endLoc"":{""city"":""CURRENT_CITY"",""ori_loc"":""play album the original hi"",""poi"":""play album the original hi"",""type"":""LOC_POI""},""startLoc"":{""city"":""CURRENT_CITY"",""poi"":""CURRENT_POI"",""type"":""LOC_POI""}}},""service"":""map"",""text"":""i want to play album the original hi ¡£"",""version"":""3.5.0.1190""}
"
/fs/usb0/PcmRes/isr/English/Album/00000057_code.pcm,4215071089,2579,4215071873,2787,4215073691,4215075366,MSG_Result,1675,1,0,i want to play album threat to survival ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""threat to survival""}},""service"":""music"",""text"":""i want to play album threat to survival ¡£"",""version"":""3.5.0.1190""}
"
/fs/usb0/PcmRes/isr/English/Album/00000058_code.pcm,4215075714,2490,4215076500,2620,4215078225,4215079903,MSG_Result,1678,1,0,i want to play album turning pages ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""turning pages""}},""service"":""music"",""text"":""i want to play album turning pages ¡£"",""version"":""3.5.0.1190""}
"
/fs/usb0/PcmRes/isr/English/Album/00000059_code.pcm,4215080137,2511,4215080924,2701,4215082664,4215084360,MSG_Result,1696,1,0,i want to play album with a generation ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":0.8,""rc"":0,""semantic"":{""slots"":{""album"":""with""}},""service"":""music"",""text"":""i want to play album with a generation ¡£"",""version"":""3.5.0.1190""}
"
/fs/usb0/PcmRes/isr/English/Album/00000060_code.pcm,4215084597,2534,4215085383,2656,4215087154,4215088600,MSG_Result,1446,1,0,i want to play album all over again ¡£,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""album"":""all over again""}},""service"":""music"",""text"":""i want to play album all over again ¡£"",""version"":""3.5.0.1190""}
"
