Time,PID,Name,CPU(%),RSS(B),VMS(B),Threads,Handles
2017-07-29 19:16:20,1624,TestISS-AIUI.exe,3.1,239398912,242151424,NotUsed,NotUsed
2017-07-29 19:16:21,1624,TestISS-AIUI.exe,4.7,239398912,242151424,NotUsed,NotUsed
2017-07-29 19:16:22,1624,TestISS-AIUI.exe,9.4,255782912,258359296,NotUsed,NotUsed
2017-07-29 19:16:23,1624,TestISS-AIUI.exe,26.5,265891840,266747904,NotUsed,NotUsed
2017-07-29 19:16:24,1624,TestISS-AIUI.exe,67.2,270278656,270368768,NotUsed,NotUsed
2017-07-29 19:16:25,1624,TestISS-AIUI.exe,34.4,261562368,259235840,NotUsed,NotUsed
2017-07-29 19:16:26,1624,TestISS-AIUI.exe,7.7,261816320,259411968,NotUsed,NotUsed
2017-07-29 19:16:27,1624,TestISS-AIUI.exe,10.9,261816320,259411968,NotUsed,NotUsed
2017-07-29 19:16:28,1624,TestISS-AIUI.exe,15.6,261853184,259448832,NotUsed,NotUsed
2017-07-29 19:16:29,1624,TestISS-AIUI.exe,14.1,261976064,259616768,NotUsed,NotUsed
2017-07-29 19:16:30,1624,TestISS-AIUI.exe,18.8,267984896,267780096,NotUsed,NotUsed
2017-07-29 19:16:31,1624,TestISS-AIUI.exe,70.3,273649664,271429632,NotUsed,NotUsed
2017-07-29 19:16:32,1624,TestISS-AIUI.exe,37.5,263860224,260243456,NotUsed,NotUsed
2017-07-29 19:16:33,1624,TestISS-AIUI.exe,0.0,263884800,260243456,NotUsed,NotUsed
2017-07-29 19:16:34,1624,TestISS-AIUI.exe,6.3,263905280,260243456,NotUsed,NotUsed
2017-07-29 19:16:35,1624,TestISS-AIUI.exe,3.1,263905280,260243456,NotUsed,NotUsed
2017-07-29 19:16:36,1624,TestISS-AIUI.exe,1.6,263905280,260243456,NotUsed,NotUsed
2017-07-29 19:16:37,1624,TestISS-AIUI.exe,4.7,263913472,260243456,NotUsed,NotUsed
2017-07-29 19:16:38,1624,TestISS-AIUI.exe,39.0,273395712,269930496,NotUsed,NotUsed
2017-07-29 19:16:39,1624,TestISS-AIUI.exe,65.7,266268672,262139904,NotUsed,NotUsed
2017-07-29 19:16:40,1624,TestISS-AIUI.exe,4.6,266297344,262139904,NotUsed,NotUsed
2017-07-29 19:16:41,1624,TestISS-AIUI.exe,12.5,266317824,262139904,NotUsed,NotUsed
2017-07-29 19:16:42,1624,TestISS-AIUI.exe,7.8,266317824,262139904,NotUsed,NotUsed
2017-07-29 19:16:43,1624,TestISS-AIUI.exe,9.4,266317824,262139904,NotUsed,NotUsed
2017-07-29 19:16:44,1624,TestISS-AIUI.exe,10.9,266317824,262139904,NotUsed,NotUsed
2017-07-29 19:16:45,1624,TestISS-AIUI.exe,68.8,275738624,271167488,NotUsed,NotUsed
2017-07-29 19:16:46,1624,TestISS-AIUI.exe,56.9,266280960,261148672,NotUsed,NotUsed
2017-07-29 19:16:47,1624,TestISS-AIUI.exe,14.1,266297344,261148672,NotUsed,NotUsed
2017-07-29 19:16:48,1624,TestISS-AIUI.exe,7.8,266297344,261148672,NotUsed,NotUsed
2017-07-29 19:16:49,1624,TestISS-AIUI.exe,6.2,266297344,261148672,NotUsed,NotUsed
2017-07-29 19:16:50,1624,TestISS-AIUI.exe,9.4,266297344,261148672,NotUsed,NotUsed
2017-07-29 19:16:51,1624,TestISS-AIUI.exe,21.2,271675392,268296192,NotUsed,NotUsed
2017-07-29 19:16:52,1624,TestISS-AIUI.exe,62.5,276746240,272359424,NotUsed,NotUsed
2017-07-29 19:16:53,1624,TestISS-AIUI.exe,57.8,266694656,260149248,NotUsed,NotUsed
2017-07-29 19:16:54,1624,TestISS-AIUI.exe,4.7,266719232,260149248,NotUsed,NotUsed
2017-07-29 19:16:55,1624,TestISS-AIUI.exe,7.8,266719232,260149248,NotUsed,NotUsed
2017-07-29 19:16:56,1624,TestISS-AIUI.exe,6.2,266719232,260149248,NotUsed,NotUsed
2017-07-29 19:16:57,1624,TestISS-AIUI.exe,10.9,266719232,260149248,NotUsed,NotUsed
2017-07-29 19:16:58,1624,TestISS-AIUI.exe,4.6,266719232,260149248,NotUsed,NotUsed
2017-07-29 19:16:59,1624,TestISS-AIUI.exe,34.4,276475904,270344192,NotUsed,NotUsed
2017-07-29 19:17:00,1624,TestISS-AIUI.exe,65.6,278835200,272777216,NotUsed,NotUsed
2017-07-29 19:17:01,1624,TestISS-AIUI.exe,32.8,267669504,259784704,NotUsed,NotUsed
2017-07-29 19:17:02,1624,TestISS-AIUI.exe,9.4,267669504,259784704,NotUsed,NotUsed
2017-07-29 19:17:03,1624,TestISS-AIUI.exe,14.1,267669504,259784704,NotUsed,NotUsed
2017-07-29 19:17:04,1624,TestISS-AIUI.exe,6.3,267669504,259784704,NotUsed,NotUsed
2017-07-29 19:17:05,1624,TestISS-AIUI.exe,26.2,267669504,259784704,NotUsed,NotUsed
2017-07-29 19:17:06,1624,TestISS-AIUI.exe,7.8,267669504,259784704,NotUsed,NotUsed
2017-07-29 19:17:07,1624,TestISS-AIUI.exe,62.5,278126592,271101952,NotUsed,NotUsed
2017-07-29 19:17:08,1624,TestISS-AIUI.exe,57.8,269717504,262209536,NotUsed,NotUsed
2017-07-29 19:17:09,1624,TestISS-AIUI.exe,14.1,269742080,262234112,NotUsed,NotUsed
2017-07-29 19:17:10,1624,TestISS-AIUI.exe,10.9,269742080,262234112,NotUsed,NotUsed
2017-07-29 19:17:11,1624,TestISS-AIUI.exe,9.2,269742080,262234112,NotUsed,NotUsed
2017-07-29 19:17:12,1624,TestISS-AIUI.exe,15.6,269750272,262242304,NotUsed,NotUsed
2017-07-29 19:17:13,1624,TestISS-AIUI.exe,46.9,278474752,270913536,NotUsed,NotUsed
2017-07-29 19:17:14,1624,TestISS-AIUI.exe,60.9,270024704,261423104,NotUsed,NotUsed
2017-07-29 19:17:15,1624,TestISS-AIUI.exe,6.3,270024704,261423104,NotUsed,NotUsed
2017-07-29 19:17:16,1624,TestISS-AIUI.exe,12.5,270024704,261423104,NotUsed,NotUsed
2017-07-29 19:17:17,1624,TestISS-AIUI.exe,3.1,270024704,261423104,NotUsed,NotUsed
2017-07-29 19:17:18,1624,TestISS-AIUI.exe,71.9,280072192,271679488,NotUsed,NotUsed
2017-07-29 19:17:19,1624,TestISS-AIUI.exe,54.7,270618624,261931008,NotUsed,NotUsed
2017-07-29 19:17:20,1624,TestISS-AIUI.exe,4.7,270618624,261931008,NotUsed,NotUsed
2017-07-29 19:17:21,1624,TestISS-AIUI.exe,9.4,270622720,261935104,NotUsed,NotUsed
2017-07-29 19:17:22,1624,TestISS-AIUI.exe,0.0,270622720,261935104,NotUsed,NotUsed
2017-07-29 19:17:23,1624,TestISS-AIUI.exe,4.7,270622720,261935104,NotUsed,NotUsed
2017-07-29 19:17:24,1624,TestISS-AIUI.exe,17.2,275763200,267448320,NotUsed,NotUsed
2017-07-29 19:17:25,1624,TestISS-AIUI.exe,59.3,279654400,271269888,NotUsed,NotUsed
2017-07-29 19:17:26,1624,TestISS-AIUI.exe,59.4,270733312,261996544,NotUsed,NotUsed
2017-07-29 19:17:27,1624,TestISS-AIUI.exe,6.2,270733312,261996544,NotUsed,NotUsed
2017-07-29 19:17:28,1624,TestISS-AIUI.exe,12.5,270733312,261996544,NotUsed,NotUsed
2017-07-29 19:17:29,1624,TestISS-AIUI.exe,7.8,270733312,261996544,NotUsed,NotUsed
2017-07-29 19:17:30,1624,TestISS-AIUI.exe,9.4,270733312,262004736,NotUsed,NotUsed
2017-07-29 19:17:31,1624,TestISS-AIUI.exe,7.8,270733312,262004736,NotUsed,NotUsed
2017-07-29 19:17:32,1624,TestISS-AIUI.exe,68.8,279523328,270753792,NotUsed,NotUsed
2017-07-29 19:17:33,1624,TestISS-AIUI.exe,56.9,280682496,271970304,NotUsed,NotUsed
2017-07-29 19:17:34,1624,TestISS-AIUI.exe,12.5,272044032,261951488,NotUsed,NotUsed
2017-07-29 19:17:35,1624,TestISS-AIUI.exe,1.6,272044032,261951488,NotUsed,NotUsed
2017-07-29 19:17:36,1624,TestISS-AIUI.exe,9.4,272015360,261898240,NotUsed,NotUsed
2017-07-29 19:17:37,1624,TestISS-AIUI.exe,1.6,272015360,261898240,NotUsed,NotUsed
2017-07-29 19:17:38,1624,TestISS-AIUI.exe,67.2,281862144,271605760,NotUsed,NotUsed
2017-07-29 19:17:39,1624,TestISS-AIUI.exe,43.7,272863232,261849088,NotUsed,NotUsed
2017-07-29 19:17:40,1624,TestISS-AIUI.exe,3.1,272863232,261849088,NotUsed,NotUsed
2017-07-29 19:17:41,1624,TestISS-AIUI.exe,3.1,272863232,261849088,NotUsed,NotUsed
2017-07-29 19:17:42,1624,TestISS-AIUI.exe,1.6,272863232,261849088,NotUsed,NotUsed
2017-07-29 19:17:43,1624,TestISS-AIUI.exe,17.2,278708224,268410880,NotUsed,NotUsed
2017-07-29 19:17:44,1624,TestISS-AIUI.exe,65.7,282677248,271560704,NotUsed,NotUsed
2017-07-29 19:17:45,1624,TestISS-AIUI.exe,46.8,283725824,272666624,NotUsed,NotUsed
2017-07-29 19:17:46,1624,TestISS-AIUI.exe,31.3,271630336,259710976,NotUsed,NotUsed
2017-07-29 19:17:47,1624,TestISS-AIUI.exe,0.0,271638528,259719168,NotUsed,NotUsed
2017-07-29 19:17:48,1624,TestISS-AIUI.exe,4.7,271646720,259727360,NotUsed,NotUsed
2017-07-29 19:17:49,1624,TestISS-AIUI.exe,7.8,270655488,259112960,NotUsed,NotUsed
2017-07-29 19:17:50,1624,TestISS-AIUI.exe,44.6,281538560,270671872,NotUsed,NotUsed
2017-07-29 19:17:51,1624,TestISS-AIUI.exe,53.1,283238400,272445440,NotUsed,NotUsed
2017-07-29 19:17:52,1624,TestISS-AIUI.exe,61.0,273825792,261259264,NotUsed,NotUsed
2017-07-29 19:17:53,1624,TestISS-AIUI.exe,7.8,273829888,261263360,NotUsed,NotUsed
2017-07-29 19:17:54,1624,TestISS-AIUI.exe,6.3,273829888,261279744,NotUsed,NotUsed
2017-07-29 19:17:55,1624,TestISS-AIUI.exe,67.2,284168192,271876096,NotUsed,NotUsed
2017-07-29 19:17:56,1624,TestISS-AIUI.exe,54.7,285593600,273313792,NotUsed,NotUsed
2017-07-29 19:17:57,1624,TestISS-AIUI.exe,40.0,273051648,260214784,NotUsed,NotUsed
2017-07-29 19:17:58,1624,TestISS-AIUI.exe,3.0,273051648,260214784,NotUsed,NotUsed
2017-07-29 19:17:59,1624,TestISS-AIUI.exe,10.9,273080320,260268032,NotUsed,NotUsed
2017-07-29 19:18:00,1624,TestISS-AIUI.exe,7.8,273080320,260268032,NotUsed,NotUsed
2017-07-29 19:18:01,1624,TestISS-AIUI.exe,18.7,278982656,268742656,NotUsed,NotUsed
2017-07-29 19:18:02,1624,TestISS-AIUI.exe,67.2,284684288,272420864,NotUsed,NotUsed
2017-07-29 19:18:03,1624,TestISS-AIUI.exe,56.3,286425088,274202624,NotUsed,NotUsed
2017-07-29 19:18:04,1624,TestISS-AIUI.exe,25.0,275038208,261664768,NotUsed,NotUsed
2017-07-29 19:18:05,1624,TestISS-AIUI.exe,1.6,275038208,261664768,NotUsed,NotUsed
2017-07-29 19:18:06,1624,TestISS-AIUI.exe,16.9,279773184,268095488,NotUsed,NotUsed
2017-07-29 19:18:07,1624,TestISS-AIUI.exe,73.4,285122560,272142336,NotUsed,NotUsed
2017-07-29 19:18:08,1624,TestISS-AIUI.exe,42.2,276246528,262467584,NotUsed,NotUsed
2017-07-29 19:18:09,1624,TestISS-AIUI.exe,0.0,276246528,262467584,NotUsed,NotUsed
2017-07-29 19:18:10,1624,TestISS-AIUI.exe,3.1,276246528,262467584,NotUsed,NotUsed
2017-07-29 19:18:11,1624,TestISS-AIUI.exe,4.7,276246528,262467584,NotUsed,NotUsed
2017-07-29 19:18:12,1624,TestISS-AIUI.exe,3.1,276246528,262500352,NotUsed,NotUsed
2017-07-29 19:18:13,1624,TestISS-AIUI.exe,60.0,285896704,272166912,NotUsed,NotUsed
2017-07-29 19:18:14,1624,TestISS-AIUI.exe,54.7,276713472,262709248,NotUsed,NotUsed
2017-07-29 19:18:15,1624,TestISS-AIUI.exe,4.7,276721664,262709248,NotUsed,NotUsed
2017-07-29 19:18:16,1624,TestISS-AIUI.exe,6.2,276721664,262709248,NotUsed,NotUsed
2017-07-29 19:18:17,1624,TestISS-AIUI.exe,32.8,285560832,271880192,NotUsed,NotUsed
2017-07-29 19:18:18,1624,TestISS-AIUI.exe,52.3,287076352,273428480,NotUsed,NotUsed
2017-07-29 19:18:19,1624,TestISS-AIUI.exe,52.3,288509952,274866176,NotUsed,NotUsed
2017-07-29 19:18:20,1624,TestISS-AIUI.exe,20.3,275910656,261361664,NotUsed,NotUsed
2017-07-29 19:18:21,1624,TestISS-AIUI.exe,1.6,275931136,261361664,NotUsed,NotUsed
2017-07-29 19:18:22,1624,TestISS-AIUI.exe,4.7,275931136,261361664,NotUsed,NotUsed
2017-07-29 19:18:23,1624,TestISS-AIUI.exe,7.8,275931136,261361664,NotUsed,NotUsed
2017-07-29 19:18:24,1624,TestISS-AIUI.exe,61.5,287240192,273285120,NotUsed,NotUsed
2017-07-29 19:18:25,1624,TestISS-AIUI.exe,61.0,276168704,261435392,NotUsed,NotUsed
2017-07-29 19:18:26,1624,TestISS-AIUI.exe,9.4,276168704,261435392,NotUsed,NotUsed
2017-07-29 19:18:27,1624,TestISS-AIUI.exe,3.1,276168704,261435392,NotUsed,NotUsed
2017-07-29 19:18:28,1624,TestISS-AIUI.exe,4.7,276168704,261435392,NotUsed,NotUsed
2017-07-29 19:18:29,1624,TestISS-AIUI.exe,4.7,276168704,261435392,NotUsed,NotUsed
2017-07-29 19:18:30,1624,TestISS-AIUI.exe,4.7,282062848,269512704,NotUsed,NotUsed
2017-07-29 19:18:31,1624,TestISS-AIUI.exe,73.4,287862784,273715200,NotUsed,NotUsed
2017-07-29 19:18:32,1624,TestISS-AIUI.exe,45.3,289378304,275275776,NotUsed,NotUsed
2017-07-29 19:18:33,1624,TestISS-AIUI.exe,56.9,277508096,263000064,NotUsed,NotUsed
2017-07-29 19:18:34,1624,TestISS-AIUI.exe,3.1,277508096,263000064,NotUsed,NotUsed
2017-07-29 19:18:35,1624,TestISS-AIUI.exe,3.1,276160512,261455872,NotUsed,NotUsed
2017-07-29 19:18:36,1624,TestISS-AIUI.exe,62.5,285396992,270831616,NotUsed,NotUsed
2017-07-29 19:18:37,1624,TestISS-AIUI.exe,25.0,276340736,261173248,NotUsed,NotUsed
2017-07-29 19:18:38,1624,TestISS-AIUI.exe,4.7,276340736,261173248,NotUsed,NotUsed
2017-07-29 19:18:39,1624,TestISS-AIUI.exe,6.2,276340736,261173248,NotUsed,NotUsed
2017-07-29 19:18:40,1624,TestISS-AIUI.exe,64.1,287326208,272826368,NotUsed,NotUsed
2017-07-29 19:18:41,1624,TestISS-AIUI.exe,36.0,277307392,262705152,NotUsed,NotUsed
2017-07-29 19:18:42,1624,TestISS-AIUI.exe,6.2,277307392,262705152,NotUsed,NotUsed
2017-07-29 19:18:43,1624,TestISS-AIUI.exe,6.1,277319680,262705152,NotUsed,NotUsed
2017-07-29 19:18:44,1624,TestISS-AIUI.exe,9.4,283185152,269312000,NotUsed,NotUsed
2017-07-29 19:18:45,1624,TestISS-AIUI.exe,86.0,288149504,273534976,NotUsed,NotUsed
2017-07-29 19:18:46,1624,TestISS-AIUI.exe,15.4,277794816,262828032,NotUsed,NotUsed
2017-07-29 19:18:47,1624,TestISS-AIUI.exe,4.7,277794816,262828032,NotUsed,NotUsed
2017-07-29 19:18:48,1624,TestISS-AIUI.exe,17.2,277794816,262828032,NotUsed,NotUsed
2017-07-29 19:18:49,1624,TestISS-AIUI.exe,4.7,277794816,262828032,NotUsed,NotUsed
2017-07-29 19:18:50,1624,TestISS-AIUI.exe,4.7,283656192,269332480,NotUsed,NotUsed
2017-07-29 19:18:51,1624,TestISS-AIUI.exe,70.3,288591872,273698816,NotUsed,NotUsed
2017-07-29 19:18:52,1624,TestISS-AIUI.exe,57.8,276992000,261189632,NotUsed,NotUsed
2017-07-29 19:18:53,1624,TestISS-AIUI.exe,1.6,276992000,261189632,NotUsed,NotUsed
2017-07-29 19:18:54,1624,TestISS-AIUI.exe,1.5,276992000,261189632,NotUsed,NotUsed
2017-07-29 19:18:55,1624,TestISS-AIUI.exe,7.8,276992000,261189632,NotUsed,NotUsed
2017-07-29 19:18:56,1624,TestISS-AIUI.exe,7.8,275795968,260452352,NotUsed,NotUsed
2017-07-29 19:18:57,1624,TestISS-AIUI.exe,25.0,284123136,269934592,NotUsed,NotUsed
2017-07-29 19:18:58,1624,TestISS-AIUI.exe,62.5,277692416,262475776,NotUsed,NotUsed
2017-07-29 19:18:59,1624,TestISS-AIUI.exe,1.6,277692416,262475776,NotUsed,NotUsed
2017-07-29 19:19:00,1624,TestISS-AIUI.exe,12.5,277716992,262504448,NotUsed,NotUsed
2017-07-29 19:19:01,1624,TestISS-AIUI.exe,14.1,277716992,262504448,NotUsed,NotUsed
2017-07-29 19:19:02,1624,TestISS-AIUI.exe,14.1,283627520,269008896,NotUsed,NotUsed
2017-07-29 19:19:03,1624,TestISS-AIUI.exe,73.8,288038912,272822272,NotUsed,NotUsed
2017-07-29 19:19:04,1624,TestISS-AIUI.exe,15.6,278253568,263024640,NotUsed,NotUsed
2017-07-29 19:19:05,1624,TestISS-AIUI.exe,10.9,278274048,263032832,NotUsed,NotUsed
2017-07-29 19:19:06,1624,TestISS-AIUI.exe,4.7,278245376,262979584,NotUsed,NotUsed
2017-07-29 19:19:07,1624,TestISS-AIUI.exe,3.1,278245376,262979584,NotUsed,NotUsed
2017-07-29 19:19:08,1624,TestISS-AIUI.exe,4.7,278245376,262979584,NotUsed,NotUsed
2017-07-29 19:19:09,1624,TestISS-AIUI.exe,51.5,287903744,272687104,NotUsed,NotUsed
2017-07-29 19:19:10,1624,TestISS-AIUI.exe,42.2,289751040,274567168,NotUsed,NotUsed
2017-07-29 19:19:11,1624,TestISS-AIUI.exe,30.8,279810048,262156288,NotUsed,NotUsed
2017-07-29 19:19:12,1624,TestISS-AIUI.exe,0.0,279810048,262156288,NotUsed,NotUsed
2017-07-29 19:19:13,1624,TestISS-AIUI.exe,7.8,279810048,262160384,NotUsed,NotUsed
2017-07-29 19:19:14,1624,TestISS-AIUI.exe,15.6,279810048,262160384,NotUsed,NotUsed
2017-07-29 19:19:15,1624,TestISS-AIUI.exe,14.1,279826432,262176768,NotUsed,NotUsed
2017-07-29 19:19:16,1624,TestISS-AIUI.exe,12.5,279826432,262180864,NotUsed,NotUsed
2017-07-29 19:19:17,1624,TestISS-AIUI.exe,3.1,279826432,262180864,NotUsed,NotUsed
2017-07-29 19:19:18,1624,TestISS-AIUI.exe,54.7,289763328,272412672,NotUsed,NotUsed
2017-07-29 19:19:19,1624,TestISS-AIUI.exe,56.9,291135488,273850368,NotUsed,NotUsed
2017-07-29 19:19:20,1624,TestISS-AIUI.exe,53.1,279552000,261459968,NotUsed,NotUsed
2017-07-29 19:19:21,1624,TestISS-AIUI.exe,0.0,279552000,261459968,NotUsed,NotUsed
2017-07-29 19:19:22,1624,TestISS-AIUI.exe,0.0,279552000,261459968,NotUsed,NotUsed
2017-07-29 19:19:23,1624,TestISS-AIUI.exe,12.5,279552000,261472256,NotUsed,NotUsed
2017-07-29 19:19:24,1624,TestISS-AIUI.exe,10.9,279556096,261472256,NotUsed,NotUsed
2017-07-29 19:19:25,1624,TestISS-AIUI.exe,10.9,278491136,260628480,NotUsed,NotUsed
2017-07-29 19:19:26,1624,TestISS-AIUI.exe,60.0,289456128,272515072,NotUsed,NotUsed
2017-07-29 19:19:27,1624,TestISS-AIUI.exe,42.2,290758656,273731584,NotUsed,NotUsed
2017-07-29 19:19:28,1624,TestISS-AIUI.exe,64.1,280580096,262344704,NotUsed,NotUsed
2017-07-29 19:19:29,1624,TestISS-AIUI.exe,6.2,280612864,262397952,NotUsed,NotUsed
2017-07-29 19:19:30,1624,TestISS-AIUI.exe,7.8,280612864,262397952,NotUsed,NotUsed
2017-07-29 19:19:31,1624,TestISS-AIUI.exe,4.6,286502912,269946880,NotUsed,NotUsed
2017-07-29 19:19:32,1624,TestISS-AIUI.exe,64.0,292511744,274939904,NotUsed,NotUsed
2017-07-29 19:19:33,1624,TestISS-AIUI.exe,51.6,280633344,262111232,NotUsed,NotUsed
2017-07-29 19:19:34,1624,TestISS-AIUI.exe,15.6,280645632,262123520,NotUsed,NotUsed
2017-07-29 19:19:35,1624,TestISS-AIUI.exe,6.2,280649728,262123520,NotUsed,NotUsed
2017-07-29 19:19:36,1624,TestISS-AIUI.exe,9.4,280649728,262123520,NotUsed,NotUsed
2017-07-29 19:19:37,1624,TestISS-AIUI.exe,7.7,280649728,262123520,NotUsed,NotUsed
2017-07-29 19:19:38,1624,TestISS-AIUI.exe,3.1,280649728,262123520,NotUsed,NotUsed
2017-07-29 19:19:39,1624,TestISS-AIUI.exe,3.1,280649728,262123520,NotUsed,NotUsed
2017-07-29 19:19:40,1624,TestISS-AIUI.exe,75.0,291618816,273756160,NotUsed,NotUsed
2017-07-29 19:19:41,1624,TestISS-AIUI.exe,29.7,282124288,263430144,NotUsed,NotUsed
2017-07-29 19:19:42,1624,TestISS-AIUI.exe,3.1,282124288,263430144,NotUsed,NotUsed
2017-07-29 19:19:43,1624,TestISS-AIUI.exe,4.7,282124288,263430144,NotUsed,NotUsed
2017-07-29 19:19:44,1624,TestISS-AIUI.exe,65.6,291561472,273293312,NotUsed,NotUsed
2017-07-29 19:19:45,1624,TestISS-AIUI.exe,62.5,282501120,263843840,NotUsed,NotUsed
2017-07-29 19:19:46,1624,TestISS-AIUI.exe,9.4,282501120,263843840,NotUsed,NotUsed
2017-07-29 19:19:47,1624,TestISS-AIUI.exe,7.8,282501120,263843840,NotUsed,NotUsed
2017-07-29 19:19:48,1624,TestISS-AIUI.exe,54.7,291389440,273219584,NotUsed,NotUsed
2017-07-29 19:19:49,1624,TestISS-AIUI.exe,35.9,281550848,263110656,NotUsed,NotUsed
2017-07-29 19:19:50,1624,TestISS-AIUI.exe,1.6,281550848,263110656,NotUsed,NotUsed
2017-07-29 19:19:51,1624,TestISS-AIUI.exe,0.0,280530944,262250496,NotUsed,NotUsed
2017-07-29 19:19:52,1624,TestISS-AIUI.exe,15.6,286408704,268775424,NotUsed,NotUsed
2017-07-29 19:19:53,1624,TestISS-AIUI.exe,79.7,291495936,273588224,NotUsed,NotUsed
2017-07-29 19:19:54,1624,TestISS-AIUI.exe,58.5,288399360,269258752,NotUsed,NotUsed
2017-07-29 19:19:55,1624,TestISS-AIUI.exe,7.8,280854528,261419008,NotUsed,NotUsed
2017-07-29 19:19:56,1624,TestISS-AIUI.exe,12.5,280895488,261500928,NotUsed,NotUsed
2017-07-29 19:19:57,1624,TestISS-AIUI.exe,15.4,280895488,261500928,NotUsed,NotUsed
2017-07-29 19:19:58,1624,TestISS-AIUI.exe,17.2,280895488,261500928,NotUsed,NotUsed
2017-07-29 19:19:59,1624,TestISS-AIUI.exe,14.1,280895488,261521408,NotUsed,NotUsed
2017-07-29 19:20:00,1624,TestISS-AIUI.exe,20.3,286793728,269615104,NotUsed,NotUsed
2017-07-29 19:20:01,1624,TestISS-AIUI.exe,84.4,282767360,263716864,NotUsed,NotUsed
2017-07-29 19:20:02,1624,TestISS-AIUI.exe,1.6,282767360,263716864,NotUsed,NotUsed
2017-07-29 19:20:03,1624,TestISS-AIUI.exe,1.6,282767360,263716864,NotUsed,NotUsed
2017-07-29 19:20:04,1624,TestISS-AIUI.exe,6.2,282767360,263716864,NotUsed,NotUsed
2017-07-29 19:20:05,1624,TestISS-AIUI.exe,4.7,282767360,263716864,NotUsed,NotUsed
2017-07-29 19:20:06,1624,TestISS-AIUI.exe,24.6,288440320,269623296,NotUsed,NotUsed
2017-07-29 19:20:07,1624,TestISS-AIUI.exe,73.5,293703680,275156992,NotUsed,NotUsed
2017-07-29 19:20:08,1624,TestISS-AIUI.exe,39.0,282103808,261840896,NotUsed,NotUsed
2017-07-29 19:20:09,1624,TestISS-AIUI.exe,0.0,282103808,261840896,NotUsed,NotUsed
2017-07-29 19:20:10,1624,TestISS-AIUI.exe,1.6,282103808,261840896,NotUsed,NotUsed
2017-07-29 19:20:11,1624,TestISS-AIUI.exe,12.5,288002048,269778944,NotUsed,NotUsed
2017-07-29 19:20:12,1624,TestISS-AIUI.exe,87.5,289419264,269410304,NotUsed,NotUsed
2017-07-29 19:20:13,1624,TestISS-AIUI.exe,14.1,282112000,261943296,NotUsed,NotUsed
2017-07-29 19:20:14,1624,TestISS-AIUI.exe,3.1,282112000,261943296,NotUsed,NotUsed
2017-07-29 19:20:15,1624,TestISS-AIUI.exe,3.1,280686592,260464640,NotUsed,NotUsed
2017-07-29 19:20:16,1624,TestISS-AIUI.exe,43.7,290914304,271499264,NotUsed,NotUsed
2017-07-29 19:20:17,1624,TestISS-AIUI.exe,55.4,292466688,272879616,NotUsed,NotUsed
2017-07-29 19:20:18,1624,TestISS-AIUI.exe,25.0,283824128,263462912,NotUsed,NotUsed
2017-07-29 19:20:19,1624,TestISS-AIUI.exe,1.5,283824128,263462912,NotUsed,NotUsed
2017-07-29 19:20:20,1624,TestISS-AIUI.exe,10.9,283848704,263487488,NotUsed,NotUsed
